,0,1
116,2020-04-20 12:00:22+00:00,"Despite reports of layoffs, System Shock 3 is ""coming along nicely"" https://www.kotaku.co.uk/2020/04/20/despite-reports-of-layoffs-system-shock-3-is-coming-along-nicely"
117,2020-04-20 11:00:01+00:00,Who funds Victoria Beckham’s staff layoffs? Guess you know the answer… and bet you don’t like it — RT UK News https://www.rt.com/uk/486262-victoria-beckham-taxpayer-funds/
118,2020-04-20 09:22:02+00:00,"We're concerned about reports coming from around the world on mass layoffs of garment workers. We are calling on UK fashion brands to protect workers during #coronavirus, and ensure people are not made more vulnerable as a consequence of their actions."
119,2020-04-20 07:56:46+00:00,Workers without degrees hardest hit by Covid-19 crisis - study UK and Europe face growing inequality with layoffs hitting non-university educated this is no reason to expect everyone to get a degree costing them at least 30 thousand Quid
120,2020-04-20 06:47:51+00:00,"less research sharing, especially beyond the medical and academic fields. less experience sharing via social media. also would be very interesting to see how differently journalism would be impacted. would we see the same cuts and layoffs in a printed daily paper world?"
121,2020-04-20 06:07:16+00:00,Who funds Victoria Beckham’s staff layoffs? Guess you know the answer… and bet you don’t like it — RT UK News https://www.rt.com/uk/486262-victoria-beckham-taxpayer-funds/
122,2020-04-20 05:28:21+00:00,Workers without degrees hardest hit by Covid-19 crisis - study. UK and Europe face growing inequality with layoffs hitting non-university educated. 
123,2020-04-20 05:05:25+00:00,Who funds Victoria Beckham’s staff layoffs? Guess you know the answer… and bet you don’t like it — RT UK News https://www.rt.com/uk/486262-victoria-beckham-taxpayer-funds/
124,2020-04-20 04:35:07+00:00,Who funds Victoria Beckham’s staff layoffs? Guess you know the answer… and bet you don’t like it — RT UK News 
125,2020-04-20 04:05:14+00:00,Who funds Victoria Beckham’s staff layoffs? Guess you know the answer… and bet you don’t like it — RT UK News https://www.rt.com/uk/486262-victoria-beckham-taxpayer-funds/
126,2020-04-20 03:38:11+00:00,#ooc he'd been working player/coach as a trainer for nxt uk before the layoffs.
